node,GEOID20,district
467,35045942900,2
468,35001003600,1
469,35025000702,0
470,35025000701,0
471,35029000402,0
472,35029000401,0
473,35055952300,1
474,35055940000,1
475,35001003806,2
476,35001003738,2
477,35031973100,2
478,35031944000,2
479,35031940500,2
480,35001004737,1
481,35001940700,2
482,35001940500,2
483,35001004502,1
484,35001004602,2
485,35006974202,2
486,35001004603,1
487,35001004722,1
488,35001004723,1
489,35035000306,0
490,35035000304,0
491,35061970104,2
492,35061980100,2
493,35061970701,2
494,35005000301,0
495,35005000302,0
496,35045000507,2
497,35045000614,2
498,35045000206,2
499,35045000615,2
500,35045000207,2
501,35045000506,2
502,35043011102,0
503,35043941000,1
504,35043010730,1
505,35043011101,0
506,35043010728,1
507,35043010729,1
508,35043010734,1
509,35043010727,1
510,35043010726,1
511,35045943201,2
512,35045943100,2
513,35045000100,2
514,35045000201,2
515,35045000702,2
516,35043010725,1
517,35043010733,1
518,35043010732,1
519,35043010724,1
520,35043010731,1
521,35043980000,1
522,35009000100,0
523,35009000400,0
524,35009000202,0
525,35009000201,0
526,35009000500,0
527,35009000900,0
528,35001004738,1
529,35001000717,2
530,35001980000,2
531,35001980300,2
532,35001004762,1
533,35001004758,1
534,35001000907,2
535,35029000600,0
536,35029000100,0
537,35029000200,0
538,35029000500,0
539,35013001703,0
540,35013001900,0
541,35013001600,0
542,35013000104,0
543,35013000402,0
544,35013001102,0
545,35013000600,0
546,35013001701,0
547,35001003002,1
548,35027960200,0
549,35027960300,0
550,35027960800,0
551,35001000108,2
552,35001003718,2
553,35013000102,0
554,35039941000,2
555,35005001400,0
556,35049940900,1
557,35005001001,0
558,35031946003,2
559,35031945702,2
560,35031980000,2
561,35031943601,2
562,35031946001,2
563,35031943801,2
564,35031943905,2
565,35031946002,2
566,35031945701,2
567,35031943904,2
568,35031943701,2
569,35031943702,2
570,35031945601,2
571,35031945602,2
572,35031945503,2
573,35031945501,2
574,35031945502,2
575,35031943903,2
576,35031943803,2
577,35031943907,2
578,35031943906,2
579,35031943802,2
580,35043010713,1
581,35027960401,0
582,35027960403,0
583,35027960402,0
584,35027960601,0
585,35027960602,0
586,35027960603,0
587,35023970000,0
588,35005001102,0
589,35005001101,0
590,35035000303,0
591,35035000901,0
592,35031945400,2
593,35031943500,2
594,35031945300,2
595,35007950700,0
596,35007950500,0
597,35007950600,0
598,35006974702,2
599,35006974401,2
600,35006974402,2
601,35061941400,2
602,35061980300,2
603,35061980200,2
604,35061980400,2
605,35001003746,1
606,35045000302,2
607,35009000308,0
608,35009000307,0
609,35009000305,0
610,35009000306,0
611,35057963700,2
