node,GEOID20,district
152,45047970701,3
153,45037970201,3
154,45037970501,3
155,45037970502,3
156,45091061007,5
157,45019002802,1
158,45019002104,2
159,45019990100,2
160,45019002105,2
161,45019002612,1
162,45019002613,1
163,45019003115,1
164,45019002801,1
165,45019004622,2
166,45019004609,2
167,45019004702,2
168,45019004610,2
169,45019005400,1
170,45019005800,1
171,45019005500,1
172,45063020708,3
173,45063021031,3
174,45063021025,3
175,45063021034,3
176,45063020908,3
177,45063020904,0
178,45063020802,0
179,45063020906,3
180,45063021403,3
181,45063021306,3
182,45063021307,3
183,45063021404,3
184,45063021114,3
185,45063021206,3
186,45063021204,3
187,45063020801,0
188,45063021303,3
189,45013002110,1
190,45013001103,1
191,45013001104,1
192,45013002109,1
193,45085000600,0
194,45085000500,0
195,45085000201,0
196,45085001801,0
197,45085000202,0
198,45085001902,0
199,45085000300,0
200,45085001701,0
201,45085001100,0
202,45085000700,0
203,45085000100,5
204,45091060804,5
205,45091061708,6
206,45083020601,6
207,45083020701,6
208,45083021403,6
209,45083022101,6
210,45083021804,6
211,45083022304,6
212,45083023002,6
213,45083023405,6
214,45083023302,6
215,45091061006,5
216,45091061801,6
217,45091060803,5
218,45085001300,0
219,45085001500,0
220,45085001600,0
221,45083022303,6
222,45061920100,5
223,45061920302,0
224,45061920500,0
225,45061920600,0
226,45061920301,0
227,45051051406,2
228,45051051405,2
229,45051051502,2
230,45051051501,2
231,45063021112,3
232,45063021111,3
233,45083023301,6
234,45043920502,2
235,45051051301,2
236,45051060207,2
237,45051060209,2
238,45051051000,2
239,45051050102,2
240,45051051605,2
241,45051060101,2
242,45051040102,2
243,45015020405,2
244,45015020506,2
245,45015020721,1
246,45015020101,0
247,45015980100,2
248,45015020504,0
249,45015020201,0
250,45015020724,2
251,45015020723,2
252,45015020712,1
253,45015020713,1
254,45015020717,1
255,45015020722,1
256,45015020806,2
257,45035010817,1
258,45035010815,1
259,45019004612,2
260,45083021200,6
261,45083022003,6
262,45083023700,6
263,45083022600,6
264,45083022202,6
265,45083021700,6
266,45083022201,6
267,45083022500,6
268,45019005300,1
269,45047970500,3
270,45015020904,2
271,45015020811,2
272,45015020301,0
273,45015020711,1
274,45015020809,2
275,45047970900,3
276,45047971000,3
277,45083020400,6
278,45083020500,6
279,45083020602,6
280,45083020603,6
281,45003020801,3
282,45003020802,3
283,45015020903,1
284,45015020725,2
285,45015020808,2
286,45035010808,1
287,45035010400,1
288,45035010100,0
289,45035010200,0
290,45035010809,1
291,45035010700,1
292,45035010801,1
293,45035010501,1
294,45083021100,6
295,45083021301,6
296,45083021302,6
297,45011980100,0
298,45083020800,6
299,45083020900,6
300,45083021001,6
301,45077010904,4
302,45077011206,4
303,45077010806,4
304,45077010301,4
305,45077010302,4
306,45077010202,4
307,45077010405,4
308,45077011004,4
309,45077010201,4
310,45077011207,4
311,45077010404,4
312,45077010805,4
313,45077011005,4
314,45077011104,4
315,45077011105,4
316,45077010603,4
317,45077010604,4
318,45077010905,4
319,45043920302,2
320,45079010304,3
321,45091060200,5
322,45091060401,5
323,45091060402,5
324,45013000200,1
325,45013001200,1
326,45055970909,0
327,45055970604,5
328,45055970906,0
329,45055970603,5
330,45055970907,5
331,45055970908,0
332,45059920105,4
333,45059920106,4
334,45059920503,3
335,45059920107,3
336,45059920108,4
337,45059920504,3
338,45057010201,5
339,45057011206,5
340,45057010202,5
341,45057011204,5
342,45057011203,5
343,45057011205,5
344,45045001502,4
345,45045001700,4
346,45045001803,6
347,45029970701,0
348,45029970702,0
349,45029970301,1
350,45029970302,1
351,45029970601,1
352,45029970502,1
353,45029970602,1
354,45029970501,1
355,45045001804,6
356,45045001805,4
357,45045002302,4
358,45045002303,4
359,45045002504,6
360,45045002505,6
361,45045002602,6
362,45045000700,4
363,45045000800,4
364,45045000900,4
365,45045001000,4
366,45045001101,4
367,45045001102,4
368,45045003103,4
369,45045002612,6
370,45045002204,4
371,45045002203,4
372,45045002405,6
373,45045004004,6
374,45045002406,6
375,45045002704,4
376,45045002819,6
377,45045003203,4
378,45045002404,6
379,45045002001,4
380,45045002103,4
381,45045002105,4
382,45045002904,6
383,45045003303,4
384,45045004102,4
385,45045002507,6
386,45045004001,6
387,45045002814,6
388,45045003010,6
389,45045002905,6
