State, parcel level, k, n, m, s, obj_wo_symmetry, time_wo_symmetry, obj_w_symmetry, time_w_symmetry, 
MS,county,4,82,202,6,1,11880.99,1,9.81, 
MS,county,4,82,202,7,1,4297.89,1,42.85, 
MS,county,4,82,202,8,1,15594.39,1,26257.83, 
MS,county,4,82,202,9,1,390.41,1,1328.27, 
MS,county,4,82,202,10,Timeout,86400.10,1,23894.75, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,,
