State, parcel level, k, n, m, s, obj_wo_symmetry, bound_wo_symmetry, gap_wo_symmetry(%), time_wo_symmetry, obj_w_symmetry, bound_w_symmetry, gap_w_symmetry(%), time_w_symmetry, gap_improvement(pp), 
NM,tract,3,612,1631,16,no incumbent,2.00,NA,3604.15,no incumbent,2.00,NA,3604.78,NA, 
