State, parcel, lower_bound_s, iterations, time
NM, county, 4, 4, 0.03,, 
NM, tract, 12, 3, 5.01,, 
CO, tract, 11, 4, 39.68,, 
AZ, tract, 12, 4, 75.53,, 
NJ, tract, 12, 6, 100.86,, 
IL, tract, 13, 6, 243.91,, 
TX, tract, 12, 6, 1389.22,, 
