State, parcel level, k, n, m, s, number of fixings, percent fixed, time, 
AL,tract,7,5411,14844,14,430,29.92,235.74
AL,tract,7,5411,14844,15,281,19.55,208.66
AL,tract,7,5411,14844,16,165,11.48,190.7
AL,tract,7,5411,14844,17,71,4.94,208.88
AL,tract,7,5411,14844,18,22,1.53,209.5
AL,tract,7,5411,14844,19,0,0.00,222.89
FL,tract,28,5411,14844,11,3403,65.95,665.6
FL,tract,28,5411,14844,12,3060,59.30,713.35
FL,tract,28,5411,14844,13,2814,54.53,735.9
FL,tract,28,5411,14844,14,2563,49.67,791.47
FL,tract,28,5411,14844,15,2275,44.09,936.02
FL,tract,28,5411,14844,16,1951,37.81,1066.87
GA,tract,14,5411,14844,14,613,21.92,358.09
GA,tract,14,5411,14844,15,446,15.95,372.06
GA,tract,14,5411,14844,16,292,10.44,466.46
GA,tract,14,5411,14844,17,184,6.58,547.95
GA,tract,14,5411,14844,18,85,3.04,763.93
GA,tract,14,5411,14844,19,41,1.47,796.62
IL,tract,17,5411,14844,13,2141,65.57,288.44
IL,tract,17,5411,14844,14,1949,59.69,306.02
IL,tract,17,5411,14844,15,1705,52.22,467.66
IL,tract,17,5411,14844,16,1510,46.25,530.67
IL,tract,17,5411,14844,17,1395,42.73,606.04
IL,tract,17,5411,14844,18,1216,37.24,752.9
LA,tract,6,5411,14844,14,122,8.79,301.81
LA,tract,6,5411,14844,15,35,2.52,230.61
LA,tract,6,5411,14844,16,11,0.79,240.44
LA,tract,6,5411,14844,17,0,0.00,266.55
MD,tract,8,5411,14844,14,140,9.49,356.68
MD,tract,8,5411,14844,15,89,6.03,293.57
MD,tract,8,5411,14844,16,64,4.34,255.31
MD,tract,8,5411,14844,17,49,3.32,308.49
MD,tract,8,5411,14844,18,38,2.58,289.45
MD,tract,8,5411,14844,19,32,2.17,275.35
MD,tract,8,5411,14844,20,31,2.10,701.35
MD,tract,8,5411,14844,21,30,2.03,708.64
MD,tract,8,5411,14844,22,29,1.97,701.88
MD,tract,8,5411,14844,23,24,1.63,634.08
MI,tract,13,5411,14844,14,3017,100.00,62.27
MI,tract,13,5411,14844,15,2234,74.05,152.25
MI,tract,13,5411,14844,16,1969,65.26,199.2
MI,tract,13,5411,14844,17,1737,57.57,301.39
MI,tract,13,5411,14844,18,1568,51.97,423.08
MI,tract,13,5411,14844,19,1481,49.09,498.09
MO,tract,8,5411,14844,14,1654,100.00,0.0
MO,tract,8,5411,14844,15,1654,100.00,0.0
MO,tract,8,5411,14844,16,1654,100.00,0.0
MO,tract,8,5411,14844,17,1654,100.00,0.0
MO,tract,8,5411,14844,18,1654,100.00,0.0
MO,tract,8,5411,14844,19,1654,100.00,0.0
MO,tract,8,5411,14844,20,1654,100.00,0.0
MO,tract,8,5411,14844,21,1654,100.00,0.0
MO,tract,8,5411,14844,22,1654,100.00,0.0
MO,tract,8,5411,14844,23,1654,100.00,0.0
MO,tract,8,5411,14844,24,1654,100.00,0.0
MO,tract,8,5411,14844,25,1654,100.00,0.0
MO,tract,8,5411,14844,26,1654,100.00,0.0
MO,tract,8,5411,14844,27,180,10.88,407.95
MO,tract,8,5411,14844,28,104,6.29,439.38
MS,county,4,5411,14844,06,10,12.20,0.4
MS,county,4,5411,14844,07,5,6.10,0.35
MS,county,4,5411,14844,08,0,0.00,0.35
MS,tract,4,5411,14844,15,100,11.39,23.52
MS,tract,4,5411,14844,16,45,5.13,35.0
MS,tract,4,5411,14844,17,10,1.14,30.3
MS,tract,4,5411,14844,18,0,0.00,34.76
NC,tract,14,5411,14844,13,2672,100.00,0.0
NC,tract,14,5411,14844,14,2672,100.00,0.0
NC,tract,14,5411,14844,15,2151,80.50,93.93
NC,tract,14,5411,14844,16,1008,37.72,486.03
NC,tract,14,5411,14844,17,858,32.11,543.2
NC,tract,14,5411,14844,18,739,27.66,610.22
NJ,tract,12,5411,14844,12,1753,80.38,22.82
NJ,tract,12,5411,14844,13,1581,72.49,46.66
NJ,tract,12,5411,14844,14,1425,65.34,71.69
NJ,tract,12,5411,14844,15,1303,59.74,109.8
NJ,tract,12,5411,14844,16,1172,53.74,152.18
NJ,tract,12,5411,14844,17,1073,49.20,193.37
NY,tract,26,5411,14844,13,2523,46.63,857.01
NY,tract,26,5411,14844,14,2388,44.13,990.09
NY,tract,26,5411,14844,15,2283,42.19,1146.86
NY,tract,26,5411,14844,16,2198,40.62,1262.26
NY,tract,26,5411,14844,17,2152,39.77,1369.06
NY,tract,26,5411,14844,18,2115,39.09,1455.02
OH,tract,15,5411,14844,13,3168,100.00,0.0
OH,tract,15,5411,14844,14,3168,100.00,0.0
OH,tract,15,5411,14844,15,3168,100.00,0.0
OH,tract,15,5411,14844,16,2318,73.17,220.51
OH,tract,15,5411,14844,17,2179,68.78,374.87
OH,tract,15,5411,14844,18,1986,62.69,315.96
OH,tract,15,5411,14844,19,1762,55.62,459.77
OH,tract,15,5411,14844,20,1600,50.51,528.47
OH,tract,15,5411,14844,21,1467,46.31,572.57
OH,tract,15,5411,14844,22,1320,41.67,648.44
PA,tract,17,5411,14844,13,2693,78.15,38.06
PA,tract,17,5411,14844,14,2603,75.54,62.01
PA,tract,17,5411,14844,15,2528,73.36,71.56
PA,tract,17,5411,14844,16,2480,71.97,89.96
PA,tract,17,5411,14844,17,2416,70.11,113.53
PA,tract,17,5411,14844,18,2365,68.63,157.64
SC,tract,7,5411,14844,13,333,25.17,114.02
SC,tract,7,5411,14844,14,260,19.65,119.61
SC,tract,7,5411,14844,15,224,16.93,135.55
SC,tract,7,5411,14844,16,170,12.85,155.46
SC,tract,7,5411,14844,17,102,7.71,207.59
SC,tract,7,5411,14844,18,71,5.37,227.21
TN,tract,9,5411,14844,14,1331,78.25,8.0
TN,tract,9,5411,14844,15,1285,75.54,8.02
TN,tract,9,5411,14844,16,1263,74.25,7.98
TN,tract,9,5411,14844,17,1246,73.25,12.23
TN,tract,9,5411,14844,18,1228,72.19,17.44
TN,tract,9,5411,14844,19,1209,71.08,13.02
TN,tract,9,5411,14844,20,1170,68.78,25.83
TN,tract,9,5411,14844,21,1111,65.31,41.03
TN,tract,9,5411,14844,22,1032,60.67,78.57
